IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PLANT_ZIP,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,PRJ_QCDATE,CAP_DESC,REPORT_LINK,PROJ_PROB
Industrial Manufacturing,9000000,USD,10-Oct-23,LOUISVILLE UNIVERSITY SCHNEIDER HALL 14KV ELECTRICAL DISTRIBUTION UPGRADE,Electricity Distribution,Electric power transmission or distribution,Electric power distribution,University of Louisville,Operational,"Colleges, Universities & Professional Schools",Louisville University Physical Plant,University of Louisville,2301 South 3rd Street,Louisville,KY,Kentucky,U.S.A.,402081802,+1 5028526241,-85.760133,38.215047,KY*02,Great Lakes U.S.A.,1,,Jefferson,Market Analysis,1-Mar-28,QUARTER,"University of Louisville performs Market Analysis for an Electrical Distribution Upgrade. DETAILS: Located at University of Louisville Schneider Hall, Replace the 14kV Main Electrical Backbone System and Substation with New, Uniform 20kV Distribution plus Associated Equipment. REQUIRES: Feeders, Substation Removal / Modifications, Manholes, Lighting, Switchgear, Piping, Fuel Tank, Cables, Ductwork, Fire Protection, Circuit Breakers, Labeling, Electrical Wiring and Conduits, Meter, and Controls (DDC). ENVIRONMENTAL: (L) Landscaping, Excavation, Used Equipment Disposal.",University of Louisville continues with Market Analysis. Selection of Architect-Engineer Expected 4Q25 (Dec). The Selected General Contractor to Release Equipment RFQs and Bid Documents for Specialty Subcontractors as Needed 4Q26 (Dec). Construction Kick-Off 2Q27 (May). Expected Project Completion 1Q28 (Mar).,3045822,1079370,University of Louisville,12-Dec-24,Electricity Transmission,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300920047,Low (0-69%)
Power,110000000,USD,13-Dec-24,WHEATFIELD GRASSROOT 60MW JASPER COUNTY PV SOLAR PLANT,Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Zelestra Energy,Under Construction,Electricity/Steam [IPP],Jasper County PV Solar Plant,Zelestra Corp SA,900 North -1000 North,Wheatfield,IN,Indiana,U.S.A.,46380,+1 4804502291,-87.057907,41.151682,IN*01,Great Lakes U.S.A.,1,,Jasper,Construction - Union,31-Dec-25,MONTH,"Zelestra US and Greening USA Corp (EPC) conduct Construction for Grassroot 60MW Jasper County Solar Plant. DETAILS: On 452-acre, construct Solar Plant utilizing 190,000 First Solar Photovoltaic panels with single-axis tracking system and balance of plant facilities. REQUIRES: Civil Site Preparation, Concrete Foundations, SCADA Monitoring System, Power Inverters, Interconnection Substation (Transformers, Switchgear, Breakers), Photovoltaic Solar Panels, Power Conversion Stations, Voltage Regulators, Grounding System, Mounting Panels, Tracker Arrays, Cable System, Electrical Collection System, Surge Protective Devices, Terminal Blocks, Combiner Boxes, Recombiner Boxes, Metering System, Fiber Optics Cable, Safety System Protective Relays, Underground Waterproof Enclosures, Operations and Maintenance Building. ENVIRONMENTAL: (L) Roads and Landscaping, Trenching.","Zelestra US with Greening USA Corp (EPC) continues Construction. Greening USA Corp is Self-Performing and releases remaining RFQ's with Bid Documents for Equipment 4Q24 (Nov), consumables and Specialty Subcontractors as needed through 1Q25 (Feb). Construction is scheduled for Kick-Off 4Q24 (Oct). Project completion is expected 4Q25 (Dec).",3620718,3515198,Zelestra Energy,13-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301034053,High (81-99%)
Power,1500000,USD,11-Dec-24,NEW CARLISLE NATURAL GAS 1560MW ST JOSEPH UNIT BLOCK 01 1Q26 MAINTENANCE PROGRAM,Maintenance Program,Electricity/Steam [IPP],Nonutility Owned Power Generation,Worley Limited,Operational,Electricity/Steam [IPP],St. Joseph Energy Center,Ares Management Corporation,54745 Walnut Road,New Carlisle,IN,Indiana,U.S.A.,46552,+1 5747970255,-86.479214,41.699602,IN*01,Great Lakes U.S.A.,1,,Saint Joseph,Maintenance Programs,16-Oct-26,QUARTER,"St. Joseph Energy Center LLC develops Maintenance Scope for 1560MW Natural-Gas Combined Cycle Unit Block 01 18-Day (total) 1Q26 Maintenance Program. NORMAL INSPECTION AND REPAIRS TO: (4) 260MW Siemens Energy SGT6-5000F W501F Heavy Frame Combustion Turbine with (2) Nooter/Eriksen Heat Recovery Steam Generator (HRSG) and (2) 260MW Siemens Energy Steam Turbine REQUIRES MRO TO: Combustion Turbine (Seal, Gears, Valves, Bearings, Air-Inlets Inspection,Turbine Washing), Balance of Plant (Pumps and Motors), Steam Turbine (Coupling, Valves, Sensors, Bearing, Gears), Instrumentation and Controls Calibrations and Testing. ENVIRONMENTAL: (A) CEMS Recalibrating; (L) Spill Containment; (W) Demineralizer System.","St. Joseph Energy Center LLC  continues Maintenance Planning & Scheduling through AFE approval 3Q25 (Jul) and will release RFQs with Bid Documents for Equipment, Consumables and Specialty Subcontractors as required 4Q25 (Oct) thru 1Q26 (Jan). 1560MW Natural-Gas Combined Cycle Unit Block 01 18-Day (total) Maintenance Program is scheduled to kickoff 1Q26 (Mar) and is expected to be completed by 4Q26 (Oct).",3074530,3168702,St. Joseph Energy Center LLC,12-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033145,Medium (70-80%)
Chemical Processing (CPI),1000000,USD,28-Dec-23,CRESTLINE PESTICIDES AND HERBICIDES PLANT 2025 MAINTENANCE TURNAROUND PROGRAM,Maintenance Program,Pesticides & Agricultural Chemicals,"Pesticides, agricultural-mfg",PBI Gordon Corporation,Operational,Pesticides & Agricultural Chemicals,Crestline Pesticides and Herbicides,PBI Gordon Corporation,7530 South East Boston Mills Road,Crestline,KS,Kansas,U.S.A.,667395295,+1 6208483849,-94.695094,37.1135972,KS*01,Midwest U.S.A.,1,,Cherokee,Maintenance Programs,31-Dec-25,QUARTER,"PBI Gordon Corporation performs Planning and Scheduling for Pesticides Plant 2025 Maintenance Turnaround Program. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Pesticides production area plus supporting equipment and utilities. REQUIRES MRO AND NDE TO: Heat Exchangers, Reactor Vessels, Tanks, Pumps and Motors (VS), Control Valves, Compressors (Gas & Air), Digital Transmitters/Controllers, Temperature Sensors, Level Indicators, Flowmeters, Columns and Towers, Condensers. ENVIRONMENTAL: (A) Vent System, Ducting, Filters.","PBI Gordon Corporation continues with Maintenance Planning and Scheduling through 4Q24 (Nov). Upon completion of Scheduling, PBI Gordon Corporation will begin to release Equipment RFQs and Subcontractor Bid Documents 4Q24 (Dec)-4Q25. Multiple approximately 4-Day to 1-Week long staggered rolling individual line & unit outages are done based on production schedules to Kick-Off 1Q25 (Jan) through 4Q25 (Dec) as needed.",1024712,1520661,PBI Gordon Corporation,13-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300942252,High (81-99%)
Chemical Processing (CPI),1000000,USD,27-Mar-24,EVANSVILLE PAINT AND VARNISH PLANT 2025 MAINTENANCE TURNAROUND PROGRAM,Maintenance Program,"Paints, Varnishes, Lacquers, Enamels, & Allied Products",Plastics base paints and varnishes-mfg,Red Spot Paint and Varnish Company Incorporated,Operational,"Paints, Varnishes, Lacquers, Enamels, & Allied Products",Evansville Paint and Varnish,Red Spot Paint and Varnish Company Incorporated,1107 East Louisiana Street,Evansville,IN,Indiana,U.S.A.,477114747,+1 8124289100,-87.54697,37.986035,IN*03,Great Lakes U.S.A.,1,,Vanderburgh,Maintenance Programs,31-Dec-25,QUARTER,"Red Spot Paint and Varnish Company Incorporated performs Planning and Scheduling for 2025 Maintenance Turnarounds. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Plant producing Paints and Varnishes plus area utilities. REQUIRES MRO AND NDE OF: Reactor Vessels, Heat Exchanger, Boilers, Pumps and Motors (VS), Mixing and Blending Equipment, Pipe Racks, Tanks, Agitators, Flowmeters, Piping (SS/Stainless Steel & CS/Carbon Steel), Controls (DCS), Control Valves, Mills, Dispersers, Packing Machines, Digital Transmitters/Controllers, Temperature Sensors, Electric Utilities. ENVIRONMENTAL MRO: (A) Vent System, Filters.","Red Spot Paint and Varnish Company Incorporated continues with Maintenance Planning and Scheduling through 4Q24 (Nov). Upon completion of Scheduling, Red Spot Paint and Varnish Company Incorporated will release Equipment RFQs and Subcontractor Bid Documents 4Q24 (Dec). 1 to 2-Day Maintenance Turnarounds are done periodically throughout the year as needed for repairs typically beginning in 1Q25 (Feb). The final 3 to 5-Day Maintenance Turnaround to Kick-Off 4Q25 (Dec).",1010460,1512294,Red Spot Paint and Varnish Company Incorporated,13-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300964515,Medium (70-80%)
Power,550000000,USD,12-Dec-24,VICHY GRASSROOT 200MW SOLAR (PV) AND 200MW BATTERY (BESS),Grassroot,Electricity/Steam [IPP],Nonutility Owned Power Generation,Vesper Energy,Planned,Electricity/Steam [IPP],Vichy PV Solar,Magnetar Capital,Mo-68 & Maries Rd. 452,Vichy,MO,Missouri,U.S.A.,65580,+1 8174597538,-91.745852,38.12911,MO*01,Midwest U.S.A.,1,,Maries,Permitting,30-Sep-28,YEAR,"Vesper Energy continues Permitting for the Vichy Solar and Battery Storage Facility. DETAILS: Construct a Grassroot 200MW Solar Facility utilizing Photovoltaic Solar Panels and a 200MW Battery Energy Storage Facility utilizing Lithium Ion Technology or best technology available. REQUIRES: Civil Site Preparation, Foundations, Ground-mounted on Steel Single-Axis Tracking System, Solar Panels, Power Inverters, Pad Mount Transformers, Combiner Boxes, SCADA, Circuit Breakers, Switchgear, Connectors, Mounting Panels,  Terminal Blocks, Protective Relays, Underground Waterproof Enclosures, Fiber Optics Cable, Communication Equipment, Safety System, Foundations, ESD Modules, Power Inverters, Electrical Cable & Cable Trays, Instrumentation and Controls System, Battery Management System, Racks, Metering System, Remote Operation and Monitoring System, Grounding, Substation Interconnection, Breakers, Disconnects, Fire Detection & Suppression System, Conduit, Fencing and Security, Panels, Battery Chargers, Terminations, Grounding, DCS, SCADA. ENVIRONMENTAL: (L) Spill Containment, Roads and Landscaping, Trenching.",Vesper Energy continues Permitting through AFE Approvals 2Q26 (May). Vesper Energy will release RFP's for General Contractors 2Q26 (Jun). Selected General Contractor to release RFQ's for Equipment 4Q26 (Oct). RFP's with Bid Documents to be released for Specialty Subcontractors and Consumables through 2Q27 (Jun). Construction Kick off 1Q27 (Mar). Construction Completion expected 3Q28 (Sep).,3620767,3245132,Vesper Energy,12-Dec-24,Electricity,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033779,Low (0-69%)
Terminals,3000000,USD,12-Dec-24,ARGO REFINED PRODUCTS & CHEMICALS TERMINAL 2026 TANK INSPECTIONS & UPGRADES,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Petroleum Bulk Stations & Terminals,Refined Petroleum Products Storage,Kinder Morgan Liquids Terminals LLC,Operational,Petroleum Bulk Stations & Terminals,Argo Refined Products & Chemicals Terminal,Kinder Morgan Incorporated,8500 West 68th Street,Argo,IL,Illinois,U.S.A.,60501,+1 7084581330,-87.826967,41.767872,IL*01,Great Lakes U.S.A.,1,,Cook,Scheduled Maintenance,14-Dec-26,YEAR,"Kinder Morgan performs Maintenance Planning & Scheduling for a Chemical Terminal 2026 Tank Inspection & Upgrade. DETAILS: At existing 2MM+ BBL terminal with (218) tanks, perform normal and API-653 inspection on (4) tanks and install resulting upgrades and repairs. REQUIRES REPAIRS AND UPGRADES TO: Tank Pads, Possible Tank Bottom Replacements, Piping, Valves, Seals, Pipe Racks, Coatings, Metering, Painting, Pumps, Headers, Manifolds, MCC Modifications, Controls. ENVIRONMENTAL: (A) Vapor Collection; (L) Liners, Containment.","Kinder Morgan continues with Maintenance Planning and Scheduling 4Q25 (Dec). Upon Approvals, Kinder Morgan releases Equipment RFQs and Bid Documents plus selects Subcontractors as Needed 1Q26 (Mar). Terminal Inspections and Upgrades Kick-Off 2Q26 (Apr). Terminal Inspection Completion 4Q26.",1012690,1075153,Kinder Morgan Liquids Terminals LLC,12-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033718,Medium (70-80%)
Industrial Manufacturing,1000000,USD,9-Nov-22,ROLLA UNIVERSITY LEACH THEATER 10KV SWITCHGEAR UPGRADE,Electricity Distribution,Electric power transmission or distribution,Electric power distribution,Missouri University of Science and Technology,Operational,"Colleges, Universities & Professional Schools",Rolla University Physical Plant,University of Missouri System,901 Facilities Avenue 100 General Services Building,Rolla,MO,Missouri,U.S.A.,654096514,+1 5733414252,-91.780342,37.95776,MO*01,Midwest U.S.A.,1,,Phelps,Market Analysis,31-Mar-27,QUARTER,"Missouri University of Science and Technology performs Market Analysis for a 10kV Switchgear Upgrade. DETAILS: Located at the Leach Theater, Replace the existing 10kV Electrical Switchgear with a New 10kV Electrical Switchgear, (2) 500kVA Transformers, and a 1,000kVA Transformer Bank to Provide Reliable back Up Power to the Connected Campus Buildings . REQUIRES: Dismantling & Removal of Existing Switchgear, Control Cabinet, Scada System, Switching System Controllers, Monitor System, Fiber Optics, Communication System, Electrical Management System, Structural Modification, Medium and Low Voltage Switchgear, Tie-Ins, Control Units, Circuit Breakers, High Voltage Cables, Cable Trays, Voltage Regulators, Surge Protectors, Relays, Underground Utility Work, MCC plus Controls (PLC). ENVIRONMENTAL: (L) Used Equipment & Disposal.","Missouri University of Science and Technology Continues with Market Analysis through Selection of G/C and Their Completion of Permitting and AFE Approvals Estimated by 1Q26 (Mar). Upon Approvals, Missouri University of Science and Technology and Selected G/C to Release and Select Equipment RFQ's 2Q26 (May) plus Bid Documents for Subcontractors as Needed Beginning 4Q26 (Dec). Construction Kick Off Estimated 3Q26 (Jul) with Tentative Completion by 1Q27 (Mar).",3320951,3276520,Missouri University of Science and Technology,13-Dec-24,Electricity Transmission,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300835267,Low (0-69%)
Metals & Minerals,5000000,USD,12-Dec-24,ROCKPORT STEEL WORKS 2026 MAINTENANCE PROGRAMS,Maintenance Program,Cold Rolled Steel Sheets & Bars,"Steel bars, sheets, and strip: cold-rolled-not made in hot-rolling mills-mfg",Cleveland-Cliffs Incorporated,Operational,Cold Rolled Steel Sheets & Bars,Rockport Steel Works,Cleveland-Cliffs Incorporated,6500 North US 231,Rockport,IN,Indiana,U.S.A.,476359061,+1 8123626000,-87.026622,37.984984,IN*03,Great Lakes U.S.A.,1,,Spencer,Maintenance Programs,7-Dec-26,MONTH,"Cleveland-Cliffs Incorporated performs Maintenance Planning and Scheduling for Steel Works 2026 Maintenance Programs. NORMAL INSPECTIONS/REPAIRS TO: 2MM T/yr Steel Mill with 907,000 T/yr Galvanizing Line during 24-Hour Bi-Weekly Pickle Area Shutdowns, 48-Hour Monthly Cold Mill/Galvanizing/Coating Areas Shutdowns and (2) Major 3-5 Day Maintenance Shutdowns. REQUIRES MRO TO: Carbon & Stainless Continuous Pickling Line, Pickling Line, Carbon & Stainless Continuous Cold Mill, Continuous Hot-Dip Galvanizing & Galvanneal Line, Temper Rolling Unit, (15) 6.75 MMBtu/hr NG-Fired Annealing Furnaces, (3) 6.75 MMBtu/hr Hydrogen Batch Annealing Furnaces, Skin-Pass Temper Mill, Automated Guidance Vehicles, Automated Cranes, Flattener, Shear, Laser Welder, Tension Leveler, Side Trimmer, 7.0 MMBtu/hr NG-Fired Back-Up Galvanneal Soak Section Burner, Air Quench Station, Water Quench System, Shot Blasting Chamber, Water Quench Stations, Steam-Heated Strip Dryers, Steam-Heated Pickle Dryer, Alkaline Cleaning System, Electrostatic Oiler, Induction Zinc Premelt Pot, Electrodischarge Texturing Machine, Chrome Purification Tank, Phosphate Application System, 1,140-gallon Typhoon Aqueous Degreaser, Induction Heated Zinc Coating Pot, HCI Acid Pickle & Rinse Tanks, Non-Contact Cooling Towers, Indicators/Controllers, Compressors (Air), (2) North Boilers (each at 76 MMBtu/hr NG-Fired), (2) South Boilers (each at 76 MMBtu/hr NG-Fired), (8) Diesel Fired Emergency Generators (1,109 hp, 1,180 hp, (2) 1,039 hp, 519 hp, 349 hp, 235 hp, 97 hp), Motors, Drives, Gears, MCC, Tanks (AST), Automatic Rollers, Mechanical Scale Breaker, Filters, Electric Utilities, Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation & Exhaust Systems, Ducting, Wet Scrubbers, Selective Catalytic Reduction (SCR) Control System, Mist Eliminator, Roll Cleaning Dust Collection Systems, Baghouse, Monitors; (L) Spill Containment; (W) Wastewater Treatment Plant.","Cleveland-Cliffs Incorporated continues with Maintenance Planning and Scheduling through 4Q24 (Dec). Cleveland-Cliffs Incorporated will release Equipment RFQs & Subcontractor Bid Documents 1Q26 (Jan) - 3Q26. The 24-Hour Bi-Weekly Pickle Area Shutdowns & 48-Hour Monthly Cold Mill/Galvanizing/Coating Areas Shutdowns Kick-Off 1Q26 (Jan). The 1st Major 3-5 Day Maintenance Shutdown Kick-Off 2Q26 (Apr), and the 2nd Major 3-5 Day Maintenance Shutdown Kick-Off 4Q26 (Oct). Project Completion 4Q26 (Dec).",1031202,1000716,Cleveland-Cliffs Incorporated,12-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033676,Medium (70-80%)
Metals & Minerals,3000000,USD,12-Dec-24,COSHOCTON STAINLESS STEEL MILL 2026 MAINTENANCE PROGRAM,Maintenance Program,Cold Rolled Steel Sheets & Bars,"Cold-rolled steel strip, sheet, and bars: not made in hot-rolling mills-mfg",Cleveland-Cliffs Incorporated,Operational,Cold Rolled Steel Sheets & Bars,Coshocton Stainless Steel Mill,Cleveland-Cliffs Incorporated,17400 State Route 16,Coshocton,OH,Ohio,U.S.A.,438129268,+1 7408292341,-81.88216,40.206976,OH*03,Great Lakes U.S.A.,1,,Coshocton,Maintenance Programs,7-Dec-26,MONTH,"Cleveland-Cliffs Incorporated performs Maintenance Planning and Scheduling for Stainless Steel Mill 2026 Maintenance Program. NORMAL INSPECTIONS/REPAIRS TO: 650-Acre, 570,000 sqft Steel Mill during 1-10 Day Preventative Maintenance Shutdowns. REQUIRES MRO TO: (2) Z-High Cold Reduction Mills, 4 MMBtu/hr Natural Gas-Fired Coil Warming Oven, Bell Annealing Furnaces, (2) Bright Anneal Lines, (3) Temper Mills, (7) Slitting Lines, (4) Anneal & Pickle Lines, (2) Sendzimir (Z) Mills, Hot Cleaning Line, 48"" Line - Kolene Molten Salt Bath, Salt Bath Descaling Equipment, Packaging Line, Grinding/Buffing Equipment, Hot Cleaning Line, (4) 9.414 MMBty/hr Natural Gas-Fired Boilers, Shot Blast Machines, Alkaline Cleaning System, Non-Contact Cooling Water Tower, Conveyors (Rollers, Belt & Overhead), Meters, Air Quench System, Lube Oil & Cooling Water System, Electric Utilities, Hydraulics, Overhead Cranes, Sensors, Gauges, 820 HP Natural Gas-Fired Emergency Water Pump, 340 HP Distillate Oil-Fired Emergency Water Pump, 534 HP Propane-Fired Emergency Water Pump, 75 HP Natural Gas-Fired Emergency Air Compressor, Switchgear, Coolers/Chillers, MCC, Motors, Drives plus Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation & Ducting System, Electrostatic Precipitator (ESP), Dust Collectors, Wet Scrubber, Baghouses; (L) Spill Containment; (W) Wastewater Treatment.",Cleveland-Cliffs Incorporated continues with Maintenance Planning and Scope Development through 2Q26 (Jun). Cleveland-Cliffs Incorporated will release Equipment RFQs & Maintenance Subcontractor Bid Documents as needed 4Q25 (Dec) - 2Q26. The 1-10 Day Preventative Maintenance Shutdowns Kick-Off 1Q26 (Jan). Project Completion 4Q26 (Dec).,1024294,1000716,Cleveland-Cliffs Incorporated,12-Dec-24,,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301033721,Medium (70-80%)
