IND_DESC,LOCAL_TIV,LOCAL_CURRENCY,REPORTDATE,PROJ_NAME,PROJECT_TYPE,PJ_SIC_NAM,SICPRODUCT,OWNER_NAME,P_STATUS_D,P_SIC_DESC,PLANT_NAME,P_ULT_NAME,PLANT_ADDR,PLANT_CITY,PLANT_ST,PL_ST_NAME,PL_COUNTRY,PL_PHONE,LONGITUDE,LATITUDE,PEC_ZONE,MARKET_REG,WORLD_ID,COUNTY_DES,ACT_DESC,COMPLETION,CO_PRECISN,SCOPE,SCHEDULE,PLANT_ID,PL_PARENT,PARENTNAME,REPORT_LINK,KO_SLIP,PROJ_PROB
Chemical Processing (CPI),1000000,USD,29-May-25,MODESTO BIODEGRADABLE DISINFECTANTS PLANT 2Q27 MAINTENANCE TURNAROUND,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Industrial Organic Chemical,"Acetic acid, synthetic-mfg",Enviro Tech Chemical Services Incorporated,Operational,Industrial Organic Chemical,Modesto Biodegradable Disinfectants,Bain Capital LLC,500 Winmoore Way,Modesto,CA,California,U.S.A.,+1 2095819576,-120.988086,37.604801,CA*06,West Coast U.S.A.,1,Stanislaus,Scheduled Maintenance,30-Jun-27,QUARTER,"Enviro Tech Chemical Services Incorporated performs Planning and Scheduling for Biodegradable Disinfectants Plant 2Q27 Maintenance Turnaround. PERFORM ROUTINE INSPECTIONS AND REPAIRS TO: Disinfectants Unit plus supporting area facilities. REQUIRES MRO & NDE OF: Cooling Towers & Internals, Heat Exchangers, Reactor Vessels, Digital Transmitters & Controllers, Control Valves, Level Indicators, Temperature Sensors, Mixing & Blending Equipment, Controls, Piping (SS & Steam), Pipe Racks, Flowmeters, Pumps & Motors, Storage Tanks. ENVIRONMENTAL: (A) Ventilation System, Dust Collection.","Enviro Tech Chemical Services Incorporated performs Planning and Scheduling through 4Q26 (Nov). Upon completion of Scheduling, Enviro Tech Chemical Services Incorporated releases Equipment RFQs plus Subcontractor Bid Documents 1Q27 (Mar) as needed. 2 to 3-Week Maintenance Turnaround planned to Kick-Off 2Q27 (Jun). Maintenance Turnaround Completion 2Q27 (Jun).",3505280,3042175,Enviro Tech Chemical Services Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080578,0,Medium (70-80%)
Chemical Processing (CPI),2000000,USD,29-May-25,MODESTO BIODEGRADABLE DISINFECTANTS LINE PLANT ADDITION,Equipment Addition,Industrial Organic Chemical,"Acetic acid, synthetic-mfg",Enviro Tech Chemical Services Incorporated,Operational,Industrial Organic Chemical,Modesto Biodegradable Disinfectants,Bain Capital LLC,500 Winmoore Way,Modesto,CA,California,U.S.A.,+1 2095819576,-120.988086,37.604801,CA*06,West Coast U.S.A.,1,Stanislaus,Economic Evaluation,30-Jun-27,QUARTER,"Enviro Tech Chemical Services Incorporated performs Economic Evaluation for a Biodegradable Disinfectants Line Addition. DETAILS: Construct new unit/line and install process plus supporting equipment to produce Disinfectants. REQUIRES: Reactors, Crystallizers, Dryers, Mixers, Air Compressors, Distillation Column, Concentration Tank, Fractionators, Centrifugal Machine, Coolers, Filters, Heat Exchangers, Controls (PLC & DCS), Control Valves, Electric Utilities, Pumps, Motors, Piping (Stainless Steel and Carbon), Pipe Racks, Flowmeters, Tanks. ENVIRONMENTAL: (A) Ventilation and Ducting; (L) Spill Containment.","Enviro Tech Chemical Services Incorporated continues with Economic Evaluation and expects final AFE Approval 4Q26 (Oct). Upon approval, Enviro Tech Chemical Services to release Equipment RFQ's and Subcontractor Bid Documents 1Q27 (Jan). Construction Kick-Off 1Q27 (Mar). Project Completion 2Q27 (Jun).",3505280,3042175,Enviro Tech Chemical Services Incorporated,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080575,0,Medium (70-80%)
Food & Beverage,2000000,USD,29-May-25,HURON TOMATO PROCESSING PLANT 2026 OFF-SEASON MAINTENANCE PROGRAM,Maintenance Program,"Canned Fruits, Vegetables, Preserves, Jams & Jellies",Tomato paste-mfg,Los Gatos Tomato,Operational,"Canned Fruits, Vegetables, Preserves, Jams & Jellies",Huron Tomato Processing,Los Gatos Tomato,19800 Gale Avenue,Huron,CA,California,U.S.A.,+1 5599452700,-120.153354,36.182524,CA*06,West Coast U.S.A.,1,Fresno,Maintenance Programs,30-Jun-26,MONTH,"Los Gatos Tomato plans for 2026 Off-Season Maintenance Program of (90,800 sqft) Tomato Processing Facility. NORMAL INSPECTION/REPAIRS TO: Receiving & Storage Areas, Processing, Filling and Packaging Equipment plus Utilities Areas during Annual (9-Month) Off-Season Maintenance Program. REQUIRES INSPECTION/REPAIRS TO: Tomato Receiving & Handling Equipment, Storage Tanks & Vessels, Presses, Cookers, Coolers, Fillers, Canning Lines, Conveyor Systems, Pneumatic/Hydraulic Systems, Case Packers, Feeders, Palletizers, Automated Systems, Labelers and Sealers, Material Handling Equipment, Process Piping, Pumps, Gearboxes, Heat Exchanger, Motors, Drives, Boiler, Belts, Process Controls (PLC) plus Utilities. ENVIRONMENTAL MRO: (A) Vent Ducting, Exhaust System, Scrubber; (W) Wastewater Treatment System.",Los Gatos Tomato expects to finalize Maintenance Planning and Scheduling 3Q25 (Sep) and releases RFQs plus selects Subcontractors & Specialty Trades to Supplement In-House Maintenance Crew 3Q25 (Sep) through 4Q25 (Nov). Los Gatos Tomato anticipates Off-Season Maintenance Program Kick-Off 4Q25 (Oct) and Completion 2Q26 (Jun).,1084248,1107216,Los Gatos Tomato,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080596,0,Medium (70-80%)
Food & Beverage,2500000,USD,29-May-25,HURON TOMATO PROCESSING PLANT 2026 CAPITAL UPGRADES,Upgrade,"Canned Fruits, Vegetables, Preserves, Jams & Jellies",Tomato paste-mfg,Los Gatos Tomato,Operational,"Canned Fruits, Vegetables, Preserves, Jams & Jellies",Huron Tomato Processing,Los Gatos Tomato,19800 Gale Avenue,Huron,CA,California,U.S.A.,+1 5599452700,-120.153354,36.182524,CA*06,West Coast U.S.A.,1,Fresno,Project Scope,1-Jun-26,QUARTER,"Los Gatos Tomato has begun Developing Project Scope for Tomato Processing Plant 2026 Capital Upgrades. DETAILS: At Existing (90,800 sqft) Tomato Processing Plant, Perform Multiple Plant Upgrades through Replacing or Adding New Machinery & Systems plus Auxiliary Equipment. REQUIRES: Equipment Dismantlement & Removal plus UPGRADES TO: Storage Tanks & Vessels, Presses, Cookers, Coolers, Fillers, Canning Lines, Conveyor & Automated Systems, Pneumatic/Hydraulic Systems, Case Packers, Feeders, Palletizers, Labelers and Sealers, Material Handling Equipment, Process Piping, Pumps, Gearboxes, Heat Exchanger, Motors, Drives, Boiler, Belts, Process Controls (PLC) plus Utilities. ENVIRONMENTAL: Dust Collection System.","Los Gatos Tomato continues Developing Project Scope for Tomato Processing Plant 2026 Capital Upgrades through Project Justification plus anticipates AFE Approval 3Q25 (Sep). Upon Approval, Los Gatos Tomato releases RFQ's and Bid Documents 4Q25 (Oct-Dec). Construction Kick-Off 4Q25 (Dec). Project Completion 2Q26 (Jun).",1084248,1107216,Los Gatos Tomato,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080651,0,Medium (70-80%)
Food & Beverage,4000000,USD,23-May-23,BUELLTON GRASSROOT WINERY,Grassroot,"Wines, Brandy & Brandy Spirits",Wines-mfg,Alma Rosa Winery,Planned,"Wines, Brandy & Brandy Spirits",Buellton Winery,Alma Rosa Winery,7250 Santa Rosa Road,Buellton,CA,California,U.S.A.,+1 8056889090,-120.25464,34.59417,CA*07,West Coast U.S.A.,1,Santa Barbara,Permitting,31-Dec-26,YEAR,"Alma Rosa Winery with Clayton Korte has begun Permitting for Grassroot Winery. DETAILS: At Grassroot Site, Construct (15,326 sqft) Wine Production Building plus Install Associated Equipment to Produce (10,000 Gal/yr) Wine Products. REQUIRES: Site Preparation, Foundations, Building, Stainless Steel Fabrication, Tanks/Vessels, Ingredients Receiving & Handling Equipment, Hopper, Feeder, Presses, Crusher, Mixers, Blenders, Processing Vessels, Fermentation Tanks, Filling & Bottling Equipment, Conveyors Systems, Case Packers, Barrel Storage Racks, Fire Protection System, Temperature Controls System, Compressor (Air), Pumps, Valves, Heat Exchanger, Utilities, Process Controls (PLC), Electrical Distribution plus Mechanical Room & Offices. ENVIRONMENTAL: (A) Vent System, Ducting, Exhaust System; (L) Containment, Floor Drains.","Alma Rosa Winery with Clayton Korte continues Permitting for Grassroot Winery and anticipates AFE Approval 2Q26 (May). Upon Final Approval, Alma Rosa Winery awards G/C and releases RFQs and Subcontractor/Contractor/Vendor Bid Documents 1Q26 (Mar) thru 2Q26 (Apr-May). Construction Kick-Off 2Q26 (Jun). Project Completion 4Q26 (Dec).",3550277,3458226,Alma Rosa Winery,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300884924,27,Low (0-69%)
Industrial Manufacturing,2000000,USD,29-May-25,FULLERTON UNIVERSITY DESERT STUDY CENTER 505KW GENERATOR REPLACEMENT,Replacement,Electricity/Steam [IPP],Industrial Owned Power Generation,California State University Fullerton,Operational,"Colleges, Universities & Professional Schools",Fullerton University Utilities Plant,California State University System,T-300 Building,Fullerton,CA,California,U.S.A.,+1 6572782011,-117.887371,33.879372,CA*08,West Coast U.S.A.,1,Orange,Market Analysis,25-Aug-28,MONTH,"California State University Fullerton performs Market Analysis for a Backup Generator Replacement. DETAILS: Located at the Desert Study Center, Replace Existing (1) 505kW Generac Diesel Generator at the Desert Study Center With New (1) 505kW Generac Diesel Generator to Provide Reliable Back-Up Power to the Desert Study Center. REQUIRES: Diesel Generator, Service Feeders, Fuel Tanks, Lubrication System, Cooling System, Electrical Breakers, Feeders, Valves, Controls (DCS), CS & SS Process Piping, Transmitters, Control Room Modifications, Structural Steel. ENVIRONMENTAL: (A) CEMS, Stacks.","California State University Fullerton performs Market Analysis for a Backup Generator Replacement to Support the Desert Study Center through Capital Approval 3Q27 (Sep). Upon Final Approval, Releases Equipment RFQs & Bid Documents plus reviews & Selects Subs 4Q27 (Dec). Construction Kick-Off 1Q28 (Feb). Estimated Project Completion 3Q28 (Aug).",1069506,1090168,California State University Fullerton,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080438,0,Low (0-69%)
Power,80600000,USD,1-May-24,DALY CITY 62MW CORMORANT ENERGY CENTER PHASE 2 BATTERY STORAGE SYSTEM UNIT ADD,Unit Addition,Electricity/Steam [IPP],Nonutility Owned Stand Alone Battery Storage,Arevon Energy,Engineered,Electricity/Steam [IPP],Cormorant Energy Center,Capital Dynamics Limited,Intersection of Carter Street and Martin Street,Daly City,CA,California,U.S.A.,+1 4805539337,-122.42439,37.70715,CA*03,West Coast U.S.A.,1,San Mateo,Permitting,31-Mar-27,QUARTER,"Cormorant Energy LLC a subsidiary of Arevon Energy continues Permitting for 62MW Cormorant Energy Center Phase 2 BESS Unit Addition. DETAILS: Within Daly City, in San Francisco County, on 1100 Acres, Construct a 62MW Battery Storage System Utilizing Tesla Mega Pack Lithium Ion Batteries and (34) inverters, 2.56 MVA; (1) three-phase 115/34.5 kV transformer plus required facilities and balance of plant equipment. REQUIRES:Reinforced Concrete Foundations, ESD Modules, Power Inverters, Electrical Cable & Cable Trays, Battery Management System, Racks, Metering System, Remote Operation and Monitoring System, Network Grounding System, Compartment Cooling System, Substation Interconnection, Circuit Breakers, System Disconnects, Fiber Optic Data Communication Cable, Telecommunications Tower, Fire Detection & Suppression System, Step-Up Transformers, Conduit, Fencing and Security, Lighting, Panels, Battery Chargers, Remote Termination Units, DCS Control Panels, Programmable Logic Controllers (PLC), SCADA Monitoring System. ENVIRONMENTAL: (A) Ventilation System; (L) Spill Containment, Trenching, Excavation and Landscaping.","Cormorant Energy LLC a subsidiary of Arevon Energy continues Permitting through AFE approvals to be expected by 4Q25 (Dec). Upon approvals, Arevon Energy is to release RFP for EPC 1Q26 (Jan). Selected EPC will Self-Perform and release remaining RFQ's with Bid Documents for Equipment 1Q26 (Mar), Consumables and Specialty Subcontractors as required 3Q26 (Sep). Construction is tentatively scheduled for Kick-Off in 2Q26 (Jun). Project Completion is expected by 1Q27 (Mar).",3592249,3491995,"Cormorant Energy, LLC.",https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300973442,0,Low (0-69%)
Power,90000000,USD,27-Apr-23,SAN DIEGO GRASSROOT 80MW POME BATTERY ENERGY STORAGE SYSTEM (BESS),Grassroot,Electricity/Steam [IPP],Nonutility Owned Stand Alone Battery Storage,Eolus North America Inc,Under Construction,Electricity/Steam [IPP],Pome Battery Energy Storage (BESS),Eolus Vind AB,13830 Danielson Street,Poway,CA,California,U.S.A.,+1 8588425800,-117.03161,32.94,CA*10,West Coast U.S.A.,1,San Diego,Construction - Union,15-Mar-25,MONTH,"Eolus North America Inc conducts Construction for Grassroot 80MW Pome Battery Energy Storage System (BESS). DEAILS: In San Diego County, construct stand alone Battery Facility utilizing Lithium-Ion technology and balance of plant facilities. REQUIRES: Site preparation, Concrete Foundations, Bus work, Conductors, Battery Management System, Racks, Metering System, Connectors, Charge Controllers, Battery Chargers, Grounding System, Operation and Monitoring System, Compartment Cooling System, Substation Interconnection (Transformers, Switchgear, Breakers), Circuits, Control Cable, Fire Protection System, Terminations, SCADA, Safety System. ENVIRONMENTAL: (L) Trenching, Landscaping.","Eolus North America Inc continues Construction through AFE Approvals by 4Q23 (Dec). Upon approvals, Eolus will release RFP's for Equipment 2Q24 (May) and Consumables and Specialty Subcontractors as needed 3Q24 (Aug). Construction is scheduled for Kick-Off 4Q24 (Oct). Project completion is expected 1Q25 (Mar).",3547740,3455934,Pome BESS LLC,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300879145,-6,High (81-99%)
Industrial Manufacturing,1000000,USD,28-May-25,MIRA LOMA ALUMINUM CAN MANUFACTURING PLANT 4Q26 ANNUAL MAINTENANCE SHUTDOWN,"Maintenance Event (Outages, Turnarounds, Shutdowns)",Metal Cans,"Cans, aluminum-mfg",Metal Container Corporation,Operational,Metal Cans,Mira Loma Aluminum Cans,Anheuser-Busch InBev,10980 Inland Avenue,Mira Loma,CA,California,U.S.A.,+1 9513604500,-117.522045,34.031716,CA*08,West Coast U.S.A.,1,Riverside [western],Scheduled Maintenance,30-Nov-26,MONTH,"Metal Container Corporation performs Maintenance Planning and Scheduling for an Aluminum Can Manufacturing Plant 4Q26 Annual Maintenance Shutdown. NORMAL INSPECTION/REPAIR TO: 351,000 sqft Aluminum Can Manufacturing Plant plus Supporting Equipment and Systems during (1-Week) Maintenance Shutdown. REQUIRES MRO TO: Can Lines, Topping Machines, Welding & Soldering Equipment, Conveyor System, Presses, Can Formers, Wash/Dry Lines, Furnaces, Rollers, Packaging Equipment, Material Handling Equipment, Inspection & Test Equipment, Hydraulics, Motors (VS), Switchgear, Racks, Compressors (Air), Controls (PLC). ENVIRONMENTAL MRO: (A) Ventilation and Exhaust System, Ducting, Fans.","Metal Container Corporation continues with Maintenance Planning and Scheduling through 3Q26 (Sep). Upon Finalization of Plans and Completion of Scheduling, Metal Container Corporation Releases Equipment RFQs and Bid Documents plus Reviews and Selects Subcontractors as needed 4Q26 (Oct). The (1-Week) Aluminum Can Manufacturing Plant Annual 4Q26 Maintenance Shutdown is Tentatively Scheduled to Kick-Off 4Q26 (Nov). Expected Project Completion 4Q26 (Nov).",1026583,1021716,Metal Container Corporation,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=301080116,0,Medium (70-80%)
Industrial Manufacturing,2000000000,USD,11-May-23,"LONG BEACH OFFSHORE WIND TURBINE MFG FACILITY ""PIER WIND TERMINAL"" PHASE II",Plant Expansion,"Steam, Gas & Hydraulic Turbines",Wind powered turbine-generator sets-mfg,Port of Long Beach,Operational,Marine Cargo Handling,Long Beach Marine Cargo Handling,Port of Long Beach,415 West Ocean Boulevard,Long Beach,CA,California,U.S.A.,+1 5622837000,-118.196946,33.76766,CA*08,West Coast U.S.A.,1,Los Angeles [souther,Market Analysis,29-Jun-35,YEAR,"Port of Long Beach (Owner) with Earth Mechanics Incorporated (Civil/Geotechnical Engineer) and Moffatt & Nichol Engineers (Design Engineer) performs Market Analysis for an Offshore Wind Turbine Manufacturing Facility ""Pier Wind Terminal"" Phase II. DETAILS: As Phase II of a Two-Phased, $4.7 Billion Investment On 400-acre Site located Southwest of the Long Beach International Gateway Bridge, Construct Remaining 200-acres of Offshore Wind Terminal to include Blade Manufacturing Area, Tower Manufacturing Area, Foundation Assembly Area and Staging and Integration Area plus Construct a New 7,500 FT Heavy Lift Wharf, Sinking Basin and Fixed Piers for Wet Storage, Commissioning or Vessels/Tugs for Staging and Integration of Floating Offshore Wind Turbines, Floating Foundation Fabrication and Manufacturing of Components. REQUIRES: Civil Site Preparation, Dredging and Filling, Concrete, Grading, Wick Drains, Fenders and Bollards, Shore Power Outlets, Neutral Grounding Resistors, Vehicle Charging Stations, Highmast Lighting, Assembly Line and Tools, CNC Machining and Milling, Lathes, Vacuum Infusion System, Wind Blade Tooling System, Welding and Soldering Equipment, Molding Equipment, Presses, Robotics, Overhead Cranes, Hydraulics, Pneumatics, Finishing/Coating Equipment, Fixed Piers, Tugs, Ring Cranes, Gravity Foundations, Pilings, Structural Steel Towers, Foghorns, Lift Barges, Hoists, Aircraft Warning Lights, Navigational Buoys, Metering, Grounding, Utility Trenching, Navigation Lights, Radar Reflector, Sensors and Monitoring, Junction Boxes, NDE Testing, Duct Banks, Power Inverters and Converters, Lightning Protection System, Cable Trays, Pad Transformers, Breakers, Switchgear, Wave and Tidal Sensors, MCC, DCS, SCADA. ENVIRONMENTAL: (A) Exhaust/Ventilation System, Ducting; (L) Spill Containment.","Port of Long Beach with Earth Mechanics Incorporated and Moffatt & Nichol Engineers continues with Market Analysis through Preliminary Engineering 3Q25 (Sep). Upon Final Plan and Capital Approvals, Port of Long Beach selects G/C 4Q25 (Nov). G/C releases Equipment RFQs and Bid Documents plus reviews and selects Subcontractors and Specialty Vendors 3Q26 (Aug)-3Q27. Construction is tentatively Scheduled to Kick-Off 4Q27 (Nov). Expected Phase II Completion 2Q35 (Jun).",1040746,1061050,Port of Long Beach,https://www.industrialinfo.com/dash/project_report.jsp?PROJECT_ID=300881936,0,Low (0-69%)
